Gene,Treated_Mean,Control_Mean,Treated_Std,Control_Std,Log2_Fold_Change,Fold_Change,T_Statistic,T_P_Value,U_Statistic,U_P_Value,Cohens_D,T_P_Adjusted,U_P_Adjusted,T_Significant,U_Significant,Significant,Regulation
Gene_0655,2.436681042896282,2.8832177255318427,0.285746100910714,0.17402664154593078,-0.44653668263556057,1.3627648889743196,-2.9844001018974224,0.016863568715240706,3.0,0.015151515151515152,-1.8875003542468907,0.6745427486096282,0.4208754208754209,False,False,False,Not_Changed
Gene_0070,2.4799005902474374,3.0053055215508984,0.41456623205187143,0.2895716620023159,-0.525404931303461,1.439337512243349,-2.3232686085446628,0.04542330242429184,5.0,0.04112554112554113,-1.4693640838742528,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0528,2.98322240819529,2.410843324472847,0.25127135222135866,0.41671582525467593,0.572379083722443,1.4869736515089538,2.630193225814469,0.02950918507305259,32.0,0.025974025974025976,1.6634802559838602,0.6818506567275239,0.48100048100048104,False,False,False,Not_Changed
Gene_0076,1.323767960701675,2.4267943688843467,0.7835042996788661,0.47978958478562833,-1.1030264081826717,2.14804826238263,-2.6846017603364687,0.026871959536015986,5.0,0.04112554112554113,-1.6978912346321438,0.6818506567275239,0.5140692640692641,False,False,False,Downregulated
Gene_0094,2.8170704267609294,1.9938977821212684,0.2544300148299771,0.7355161262139865,0.823172644639661,1.7692925859571529,2.365050809581201,0.0546820644065551,32.0,0.025974025974025976,1.4957894680603538,0.6818506567275239,0.48100048100048104,False,False,False,Upregulated
Gene_0868,2.881351400683247,2.406169821504496,0.20547770976157945,0.32385976316533266,0.4751815791787508,1.390093167481878,2.770314389759273,0.02301869629757433,33.0,0.015151515151515152,1.7521006612757493,0.6818506567275239,0.4208754208754209,False,False,False,Not_Changed
Gene_0391,3.0464791906492814,2.5956662879222345,0.28306284362904105,0.3405273038264444,0.4508129027270469,1.3668101843740468,2.2764646210226145,0.046895024385975606,29.0,0.09307359307359307,1.439762643044698,0.6818506567275239,0.6246549870710945,False,False,False,Not_Changed
Gene_0900,1.4865659896668613,2.3964355613922113,0.7167539941094081,0.32847122682489427,-0.90986957172535,1.878875629136623,-2.5804668743584744,0.03639646200023564,4.0,0.025974025974025976,-1.6320305499176657,0.6818506567275239,0.48100048100048104,False,False,False,Downregulated
Gene_0563,2.2279477700500627,2.853825864072661,0.3288436087219513,0.36851037630135824,-0.6258780940225983,1.5431497752693435,-2.8335769397342467,0.017955133930937523,3.0,0.015151515151515152,-1.7921114109779783,0.6818506567275239,0.4208754208754209,False,False,False,Downregulated
Gene_0883,1.2406247192100663,2.7139117830222634,1.1940126723346782,0.1977905785621428,-1.473287063812197,2.7765378515532335,-2.721980964222554,0.03941993710180634,0.0,0.0021645021645021645,-1.7215319189129135,0.6818506567275239,0.21645021645021645,False,False,False,Downregulated
Gene_0383,3.0040448828942163,2.4263319943719672,0.27600295418142684,0.5026774605554906,0.5777128885222491,1.4924813342665415,2.2526309156774773,0.055325411436002295,30.0,0.06493506493506493,1.424688884250305,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0350,1.483242832932669,2.5052518256916456,0.7289405723521122,0.5228034511129646,-1.0220089927589766,2.030744859952574,-2.5475851440665327,0.031142783487936088,7.0,0.09307359307359307,-1.6112343176916875,0.6818506567275239,0.6246549870710945,False,False,False,Downregulated
Gene_0382,3.056805082437507,2.6004742088387904,0.21890981435804846,0.36944448225826204,0.4563308735987164,1.372047923608415,2.376138539864217,0.044348956967633926,30.0,0.06493506493506493,1.5028019644155453,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0570,3.081006757548822,2.4450191894546247,0.10121483757962897,0.5667336726222538,0.6359875680941971,1.5540011464642542,2.470226281605967,0.05359008735865371,34.0,0.008658008658008658,1.5623082771766703,0.6818506567275239,0.36075036075036077,False,False,False,Upregulated
Gene_0611,2.5186993369924733,2.826976305057618,0.24224657167343547,0.16344785699133677,-0.3082769680651447,1.2382279825749642,-2.3588520207821713,0.04337933530483979,5.0,0.04112554112554113,-1.4918690097924994,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0139,1.2325781001047125,2.653558061188047,0.9786799267422083,0.37966327539662764,-1.4209799610833345,2.6776733210341463,-3.0268459340377802,0.02112268149524442,1.0,0.004329004329004329,-1.9143454555958328,0.6818506567275239,0.30921459492888065,False,False,False,Downregulated
Gene_0618,0.9314815832258718,2.0476349888352368,0.9031166299184149,0.7190886765718544,-1.116153405609365,2.1676824168849875,-2.161928668113547,0.05725931886036067,6.0,0.06493506493506493,-1.3673237460106094,0.6818506567275239,0.550297160466652,False,False,False,Downregulated
Gene_0295,3.0724648852119043,2.4475168044835773,0.2368554813507931,0.46431525654162104,0.624948080728327,1.5421553257910476,2.680975048601851,0.029781243395730937,32.0,0.025974025974025976,1.695597500732494,0.6818506567275239,0.48100048100048104,False,False,False,Upregulated
Gene_0651,3.0189383457153465,2.359353578087543,0.22575870203725795,0.5622114272523014,0.6595847676278033,1.5796279142920109,2.43441035203869,0.04735349819732792,30.0,0.06493506493506493,1.5396562943869179,0.6818506567275239,0.550297160466652,False,False,False,Upregulated
Gene_0633,2.5951373520002816,1.9434255828878582,0.5417575161738921,0.36648026321491867,0.6517117691124235,1.5710311312829788,2.228002187612589,0.05357610880315523,30.0,0.06493506493506493,1.4091123089387136,0.6818506567275239,0.550297160466652,False,False,False,Upregulated
Gene_0626,2.302492713637093,2.7610556068114325,0.382729838070993,0.2631499473366221,-0.4585628931743395,1.374172286648385,-2.2076418346924647,0.05510055850323045,5.0,0.04112554112554113,-1.396235291100223,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0333,2.8073321656680363,2.3299234424867614,0.37717020064588663,0.15620058322599564,0.4774087231812749,1.3922407651809425,2.614959086030538,0.0362043103664813,31.0,0.04112554112554113,1.6538453400017388,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0834,3.003205147208403,2.533739785925665,0.19769839480484816,0.43265076721436696,0.46946536128273797,1.3845962647445542,2.206854904437803,0.06308522611798138,30.0,0.06493506493506493,1.3957375927073377,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0839,2.373519489330906,2.9794822078193364,0.2961487307832172,0.4205923362087755,-0.6059627184884304,1.5219940496083482,-2.6341127429132802,0.02722501783446286,4.0,0.025974025974025976,-1.6659591762559038,0.6818506567275239,0.48100048100048104,False,False,False,Downregulated
Gene_0938,3.0838572288826565,2.564320326510831,0.3796708448324767,0.30451475000516215,0.5195369023718253,1.4334950296836526,2.3869204988995114,0.039258511309553476,31.0,0.04112554112554113,1.5096210740535771,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0049,2.2273217359972004,2.7388216548073614,0.35034242599353044,0.2536369823423899,-0.511499918810161,1.4255314999199065,-2.6443973740486233,0.026451038155541652,6.0,0.06493506493506493,-1.6724637481123772,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0925,2.888078172677653,2.389366093514496,0.19770674751370237,0.43183455458670555,0.4987120791631572,1.41295163084338,2.3479840548446766,0.051199376934376775,31.0,0.04112554112554113,1.4849955046133776,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0537,1.094727304889655,2.6552185620217728,1.4232029704846618,0.4445764917742533,-1.5604912571321177,2.9495426226729173,-2.3402458032862166,0.05806146272245259,4.0,0.025974025974025976,-1.4801014046069612,0.6818506567275239,0.48100048100048104,False,False,False,Downregulated
Gene_0124,1.5686102072862165,2.2944534135910324,0.49438095178561436,0.37200088471785075,-0.7258432063048159,1.6538669830230035,-2.623272771600132,0.026972937725728473,5.0,0.04112554112554113,-1.6591033764318166,0.6818506567275239,0.5140692640692641,False,False,False,Downregulated
Gene_0849,2.9431344099396863,2.43032946592368,0.2747175136174156,0.33417461414836785,0.5128049440160063,1.4268215828236486,2.6506423087960997,0.02500817103480076,31.0,0.04112554112554113,1.6764133916406083,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0108,2.0917370371514195,2.6747639720224914,0.42135405679558946,0.4483677988472297,-0.5830269348710719,1.4979889013611563,-2.1188433329561125,0.060244836720311876,6.0,0.06493506493506493,-1.3400741874407651,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0508,2.9697192624825206,2.388671139909204,0.19763330704194568,0.4436531296796952,0.5810481225733164,1.495935655998851,2.675131154934737,0.03215052956885158,31.0,0.04112554112554113,1.691901497854111,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0509,1.3525743658191924,2.4233118083095433,0.8700684868495223,0.4464139663683615,-1.0707374424903509,2.100506779910012,-2.448329521365758,0.042137447114817955,5.0,0.04112554112554113,-1.548459550029135,0.6818506567275239,0.5140692640692641,False,False,False,Downregulated
Gene_0063,3.0051312073124823,2.166418435108388,0.4144060972737566,0.7458571745620641,0.8387127722040941,1.7884537028371283,2.1979713577624915,0.059948721567133004,30.0,0.06493506493506493,1.3901191444684575,0.6818506567275239,0.550297160466652,False,False,False,Upregulated
Gene_0455,2.085007189953273,2.808062983516264,0.5567414463699065,0.4636527777353734,-0.7230557935629909,1.6506746525808393,-2.2315369053214913,0.05055059936185726,7.0,0.09307359307359307,-1.4113478607078862,0.6818506567275239,0.6246549870710945,False,False,False,Downregulated
Gene_0445,2.8716371702974963,2.1825984714505053,0.28701405279643044,0.5819533427907797,0.689038698846991,1.6122089082923345,2.374452311052146,0.0478606104765743,32.0,0.025974025974025976,1.5017354996750762,0.6818506567275239,0.48100048100048104,False,False,False,Upregulated
Gene_0000,2.318817376579364,2.7171022074783173,0.33100384854686316,0.2603208185302959,-0.3982848308989535,1.3179401266195117,-2.1148865635665413,0.06205093316181534,7.0,0.09307359307359307,-1.3375717067513493,0.6818506567275239,0.6246549870710945,False,False,False,Not_Changed
Gene_0981,3.0075286642932326,2.102808259553696,0.3104262530282072,0.7368789418621083,0.9047204047395367,1.8721816296607456,2.530045567882124,0.04057501692517989,34.0,0.008658008658008658,1.6001413157043323,0.6818506567275239,0.36075036075036077,False,False,False,Upregulated
Gene_0002,2.7758231317112774,2.028726865010357,0.38812901175967207,0.617714853065054,0.7470962667009204,1.678411265812262,2.289906232522777,0.04971595577317954,29.0,0.09307359307359307,1.448263864597423,0.6818506567275239,0.6246549870710945,False,False,False,Upregulated
Gene_0949,2.130227098574813,2.665253376243477,0.37348522173996906,0.3478503185793498,-0.5350262776686643,1.4489685462506476,-2.3440329251203864,0.041176824564633306,5.0,0.04112554112554113,-1.4824965907614673,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0286,1.895691507375546,2.654535849893526,0.6422961945816462,0.18959980903740123,-0.7588443425179798,1.6921346129494792,-2.5337287282242777,0.045346184307192616,5.0,0.04112554112554113,-1.6024707508380944,0.6818506567275239,0.5140692640692641,False,False,False,Downregulated
Gene_0813,2.188226475686252,2.704699103607762,0.2905447008375267,0.39973423848459866,-0.5164726279215102,1.4304535272032637,-2.336986510880049,0.04385291768012824,6.0,0.06493506493506493,-1.478040047094165,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0745,2.403644477683861,2.9193349836469142,0.35844790198042464,0.1422394376795259,-0.5156905059630534,1.4296782518504378,-2.990156328419062,0.021931739392143757,3.0,0.015151515151515152,-1.8911409115541409,0.6818506567275239,0.4208754208754209,False,False,False,Not_Changed
Gene_0024,1.663695217589,2.454593652425896,0.49095467379228674,0.48038732584086047,-0.7908984348368959,1.7301515748925007,-2.5746775701470983,0.02767741689575037,6.0,0.06493506493506493,-1.628369072442555,0.6818506567275239,0.550297160466652,False,False,False,Downregulated
Gene_0035,2.20873094412361,2.8452071429819745,0.5209183899644947,0.20077159967049166,-0.6364761988583645,1.5545275649734114,-2.5493121204204194,0.04086102682506739,6.0,0.06493506493506493,-1.6123265534403943,0.6818506567275239,0.550297160466652,False,False,False,Downregulated
Gene_0965,3.0808874934604638,1.9642783826669916,0.41638827745024076,0.9818356957638541,1.1166091107934721,2.1683672325360277,2.341171745865635,0.05312253457227775,32.0,0.025974025974025976,1.4806870221136599,0.6818506567275239,0.48100048100048104,False,False,False,Upregulated
Gene_0691,2.1350150314743126,2.6518567330007703,0.4318295933105143,0.22561685352352784,-0.5168417015264577,1.4308195159677266,-2.372032878689755,0.04695220395395332,5.0,0.04112554112554113,-1.5002053162931008,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0272,3.0244851691841212,2.474275331908481,0.4639946264178557,0.32756900742459377,0.5502098372756401,1.4642986599389736,2.166138600642437,0.05850536574648211,28.0,0.13203463203463203,1.3699863411279947,0.6818506567275239,0.6805908867764537,False,False,False,Not_Changed
Gene_0242,1.5361404594002028,2.665240572905209,0.7274287083117961,0.6593675889059393,-1.129100113505006,2.1872226885083643,-2.571564228300714,0.02801190276894665,4.0,0.025974025974025976,-1.626400022168697,0.6818506567275239,0.48100048100048104,False,False,False,Downregulated
Gene_0724,2.7609086114000316,2.2037962591340854,0.31339810953603653,0.3668541740508459,0.5571123522659462,1.471321322979318,2.581879480804474,0.027823623233426045,30.0,0.06493506493506493,1.6329239606790245,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0223,3.067413984819243,2.6907732171874628,0.26893533168404843,0.20648129105335378,0.37664076763178045,1.298315280800274,2.483919748335082,0.03378584967593986,31.0,0.04112554112554113,1.5709687859622186,0.6818506567275239,0.5140692640692641,False,False,False,Not_Changed
Gene_0214,2.7695329042613728,1.7664978989289273,0.399039467597801,0.6547124709104774,1.0030350053324455,2.004211839459705,2.92520569911127,0.01848003421653865,33.0,0.015151515151515152,1.8500625267393591,0.6818506567275239,0.4208754208754209,False,False,False,Upregulated
Gene_0758,2.0905260236302463,2.71550927713157,0.4558372575304108,0.3708180382333185,-0.6249832535013238,1.542192923855,-2.378258753714624,0.03969929100406245,5.0,0.04112554112554113,-1.5041429053943294,0.6818506567275239,0.5140692640692641,False,False,False,Downregulated
Gene_0259,2.066795291733293,2.6571888559670698,0.5161262635345899,0.34559141295308304,-0.5903935642337768,1.505657431635823,-2.1253692468317458,0.06341211107565972,7.0,0.09307359307359307,-1.3442015377729846,0.6818506567275239,0.6246549870710945,False,False,False,Downregulated
Gene_0786,1.858770978487134,2.9743834546632812,1.0429939597550064,0.24540328952531174,-1.1156124761761472,2.166869810344587,-2.328178250708108,0.06223229228051598,3.0,0.015151515151515152,-1.472469214220829,0.6818506567275239,0.4208754208754209,False,False,False,Downregulated
Gene_0721,1.7947171958429682,2.600712152049599,0.5998195275948179,0.46256703400567856,-0.8059949562066306,1.7483511284151487,-2.3793335227971393,0.0401728248169829,6.0,0.06493506493506493,-1.5048226490462249,0.6818506567275239,0.550297160466652,False,False,False,Downregulated
Gene_0290,1.890923341953731,2.576246675805386,0.5998867455874917,0.29722803523345104,-0.6853233338516551,1.6080623367343643,-2.2889716954308637,0.05431814740146536,4.0,0.025974025974025976,-1.4476728114437518,0.6818506567275239,0.48100048100048104,False,False,False,Downregulated
Gene_0195,2.076429235398716,2.570655937783947,0.4055958850067727,0.23063214745267857,-0.4942267023852307,1.408565548863614,-2.368551228181896,0.04562669407344684,6.0,0.06493506493506493,-1.4980033271687976,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0165,2.752449747792172,2.1226664931214145,0.3025938501007283,0.570884340694858,0.6297832546707576,1.5473325103916935,2.1795279927446325,0.06264545174624706,30.0,0.06493506493506493,1.3784545362335963,0.6818506567275239,0.550297160466652,False,False,False,Upregulated
Gene_0704,1.731954863425169,2.6460164339948005,0.7321456196683944,0.4744504238821749,-0.9140615705696316,1.884342965077832,-2.3427614107801036,0.04517721337845912,7.0,0.09307359307359307,-1.4816924144828958,0.6818506567275239,0.6246549870710945,False,False,False,Downregulated
Gene_0186,1.8180523952292278,2.965178756452635,0.8318560527971316,0.28479196858772854,-1.1471263612234073,2.2147231412650292,-2.917299149045095,0.025944061476944905,3.0,0.015151515151515152,-1.8450619854107053,0.6818506567275239,0.4208754208754209,False,False,False,Downregulated
Gene_0799,2.8947844455955707,2.001290740535304,0.44932116078020423,0.793461756754758,0.8934937050602665,1.8576693093689725,2.191053232564344,0.06020961819653044,32.0,0.025974025974025976,1.3857437379155875,0.6818506567275239,0.48100048100048104,False,False,False,Upregulated
Gene_0689,2.02482736415848,2.6266192461586626,0.5481649386514824,0.18157402625181887,-0.6017918820001826,1.51760031361757,-2.330308444412011,0.05802865109343506,6.0,0.06493506493506493,-1.473816467013166,0.6818506567275239,0.550297160466652,False,False,False,Downregulated
Gene_0853,2.834019230723227,2.2493463877807227,0.14713953359558385,0.4958344272825439,0.5846728429425041,1.4996988670221696,2.5277525217780257,0.04564787399922343,32.0,0.025974025974025976,1.598691066010587,0.6818506567275239,0.48100048100048104,False,False,False,Not_Changed
Gene_0422,3.0017962055552485,2.6089185389301233,0.15846205885598644,0.3457883327579859,0.39287766662512524,1.3130097839944965,2.3096086708439816,0.05415942348456806,29.0,0.09307359307359307,1.4607247807082215,0.6818506567275239,0.6246549870710945,False,False,False,Not_Changed
Gene_0461,2.798384766326002,2.4685780558637354,0.26719550113626933,0.1937527796321404,0.32980671046226684,1.2568449735418827,2.2344138301540255,0.05194451923142322,30.0,0.06493506493506493,1.413167387733468,0.6818506567275239,0.550297160466652,False,False,False,Not_Changed
Gene_0025,3.019646076781602,2.543662817979273,0.3757167905854529,0.2412274175507282,0.4759832588023287,1.390865831850721,2.383770547948173,0.04244788983550987,32.0,0.025974025974025976,1.5076288701487688,0.6818506567275239,0.48100048100048104,False,False,False,Not_Changed
Gene_0979,1.6009176137116423,2.3651690889383574,0.4502753035951777,0.5488326079677747,-0.7642514752267151,1.698488529513969,-2.407249278017884,0.037734941064847385,7.0,0.09307359307359307,-1.5224781228664825,0.6818506567275239,0.6246549870710945,False,False,False,Downregulated
Gene_0467,2.845166873309522,2.2053503087250035,0.4450319662989857,0.4836995136864402,0.6398165645845184,1.5581310338844383,2.176653120073029,0.05473507833236075,30.0,0.06493506493506493,1.376636307108548,0.6818506567275239,0.550297160466652,False,False,False,Upregulated
Gene_0514,3.1341575398081307,2.4291998722321373,0.37324538526667556,0.6362503839542742,0.7049576675759934,1.6300968328236052,2.136968077923284,0.06475961839527641,31.0,0.04112554112554113,1.3515372826619518,0.6889321105880469,0.5140692640692641,False,False,False,Upregulated
Gene_0948,2.762220723677976,2.156549849544868,0.4166322956755573,0.5044057389375399,0.605670874133108,1.5216861949091347,2.070122003715506,0.06625810931612852,27.0,0.17965367965367965,1.3092601132345094,0.6974537822750371,0.7454509529198325,False,False,False,Upregulated
Gene_0688,2.3007852179979174,2.761283618787013,0.33090678507561044,0.37612139097998715,-0.46049840078909554,1.376017101926163,-2.0554417041744797,0.06734784290413273,7.0,0.09307359307359307,-1.2999754765778762,0.7015400302513826,0.6246549870710945,False,False,False,Not_Changed
Gene_0584,2.835194128254575,2.4035409133303767,0.3006256244759979,0.3657490463247569,0.4316532149241983,1.3487782853565315,2.0386957664273764,0.06984851971272665,30.0,0.06493506493506493,1.289384415610629,0.705540603158855,0.550297160466652,False,False,False,Not_Changed
Gene_0665,2.742463113876152,1.8621044783617176,0.5417106588260757,0.7840533765704621,0.8803586355144344,1.840832851853139,2.0656476375914146,0.06923840218901094,31.0,0.04112554112554113,1.306430275626984,0.705540603158855,0.5140692640692641,False,False,False,Upregulated
Gene_0822,2.4030329772252954,2.8436059782128016,0.37790378917332984,0.2958140153060814,-0.4405730009875062,1.3571432424549619,-2.052767155258322,0.06880478461846691,8.0,0.13203463203463203,-1.2982839433201572,0.705540603158855,0.6805908867764537,False,False,False,Not_Changed
Gene_0028,1.7837651756880062,2.3536324705438756,0.5485152275699875,0.2452767915827896,-0.5698672948558694,1.4843870242013726,-2.1207393491289426,0.07208175705558166,7.0,0.09307359307359307,-1.341273333358097,0.713680762926551,0.6246549870710945,False,False,False,Not_Changed
Gene_0695,2.7571544356272066,2.284308337143223,0.33134936678082694,0.4049041927539873,0.47284609848398373,1.3878446608437462,2.020858162410742,0.07198405160580694,28.0,0.13203463203463203,1.2781029242720825,0.713680762926551,0.6805908867764537,False,False,False,Not_Changed
Gene_0399,2.6927273315091935,2.2547629631851147,0.29954963902575427,0.3853399966883536,0.4379643683240788,1.3546915189068762,2.0064922992897025,0.07432608071908782,30.0,0.06493506493506493,1.2690171546687423,0.7216124341659012,0.550297160466652,False,False,False,Not_Changed
Gene_0676,2.276387046700904,2.8360765185613643,0.5477795803950906,0.21808937437881346,-0.5596894718604601,1.4739519272202701,-2.1226400856824688,0.07416504692497738,6.0,0.06493506493506493,-1.342475464706313,0.7216124341659012,0.550297160466652,False,False,False,Not_Changed
Gene_0771,2.874767636503359,2.34225005609543,0.3602790241534474,0.4745948611478414,0.5325175804079292,1.4464511294117355,1.9983867461513933,0.07564424883934028,29.0,0.09307359307359307,1.2638907527462258,0.7273485465321181,0.6246549870710945,False,False,False,Not_Changed
Gene_0154,1.9490523972935805,2.5697162337395762,0.550329189543437,0.5421803649203946,-0.6206638364459958,1.5375825161638477,-1.7964664767354672,0.10264788130864619,8.0,0.13203463203463203,-1.1361851613243932,0.7293983624336389,0.6805908867764537,False,False,False,Downregulated
